"Account","Beginning Of Interval","Followers"
"Cristina Kirchner",2023-10-18,1433757
"Cristina Kirchner",2023-10-19,1435062
"Cristina Kirchner",2023-10-20,1435797
"Cristina Kirchner",2023-10-21,1436073
"Cristina Kirchner",2023-10-22,1438118
"Cristina Kirchner",2023-10-23,1440802
"Cristina Kirchner",2023-10-24,1441432
"Cristina Kirchner",2023-10-25,1441977
"Cristina Kirchner",2023-10-26,1442526
"Cristina Kirchner",2023-10-27,1443588
"Cristina Kirchner",2023-10-28,1444212
"Cristina Kirchner",2023-10-29,1444760
"Cristina Kirchner",2023-10-30,1445231
"Cristina Kirchner",2023-10-31,1445865
"Cristina Kirchner",2023-11-01,1446413
"Cristina Kirchner",2023-11-02,1446841
"Cristina Kirchner",2023-11-03,1447542
"Cristina Kirchner",2023-11-04,1448118
"Cristina Kirchner",2023-11-05,1448440
"Cristina Kirchner",2023-11-06,1448828
"Cristina Kirchner",2023-11-07,1449332
"Cristina Kirchner",2023-11-08,1448839
"Cristina Kirchner",2023-11-09,1448901
"Cristina Kirchner",2023-11-10,1448855
"Cristina Kirchner",2023-11-11,1448900
"Cristina Kirchner",2023-11-12,1448980
"Cristina Kirchner",2023-11-13,1449162
"Cristina Kirchner",2023-11-14,1449277
"Cristina Kirchner",2023-11-15,1449420
"Cristina Kirchner",2023-11-16,1449609
"Cristina Kirchner",2023-11-17,1450569
"Cristina Kirchner",2023-11-18,1450625
"Cristina Kirchner",2023-11-19,1450817
"Cristina Kirchner",2023-11-20,1451051
"Cristina Kirchner",2023-11-21,1451495
"Cristina Kirchner",2023-11-22,1451527
"Cristina Kirchner",2023-11-23,1452004
"Cristina Kirchner",2023-11-24,1452508
"Cristina Kirchner",2023-11-25,1453000
"Cristina Kirchner",2023-11-26,1453501
"Cristina Kirchner",2023-11-27,1453821
"Cristina Kirchner",2023-11-28,1454319
"Cristina Kirchner",2023-11-29,1454695
"Cristina Kirchner",2023-11-30,1456209
"Cristina Kirchner",2023-12-01,1457346
"Cristina Kirchner",2023-12-02,1457853
"Cristina Kirchner",2023-12-03,1458348
"Cristina Kirchner",2023-12-04,1458801
"Cristina Kirchner",2023-12-05,1459207
"Cristina Kirchner",2023-12-06,1459572
"Cristina Kirchner",2023-12-07,1460080
"Cristina Kirchner",2023-12-08,1460564
"Cristina Kirchner",2023-12-09,1461278
"Cristina Kirchner",2023-12-10,1462963
"Cristina Kirchner",2023-12-11,1463877
"Cristina Kirchner",2023-12-12,1464316
"Cristina Kirchner",2023-12-13,1465114
"Cristina Kirchner",2023-12-14,1465748
"Cristina Kirchner",2023-12-15,1466594
"Cristina Kirchner",2023-12-16,1467680
"Cristina Kirchner",2023-12-17,1468306
"Cristina Kirchner",2023-12-18,1468760
"Cristina Kirchner",2023-12-19,1469313
"Cristina Kirchner",2023-12-20,1471495
"Cristina Kirchner",2023-12-21,1474030
"Cristina Kirchner",2023-12-22,1474552
"Cristina Kirchner",2023-12-23,1475017
"Cristina Kirchner",2023-12-24,1475485
"Cristina Kirchner",2023-12-25,1475869
"Cristina Kirchner",2023-12-26,1476317
"Cristina Kirchner",2023-12-27,1476793
"Cristina Kirchner",2023-12-28,1477349
"Cristina Kirchner",2023-12-29,1477526
"Cristina Kirchner",2023-12-30,1478055
"Cristina Kirchner",2023-12-31,1478321
"Cristina Kirchner",2024-01-01,1478680
"Cristina Kirchner",2024-01-02,1479184
"Cristina Kirchner",2024-01-03,1478951
"Cristina Kirchner",2024-01-04,1478947
"Cristina Kirchner",2024-01-05,1478986
"Cristina Kirchner",2024-01-06,1479120
"Cristina Kirchner",2024-01-07,1479127
"Cristina Kirchner",2024-01-08,1479106
"Cristina Kirchner",2024-01-09,1479137
"Cristina Kirchner",2024-01-10,1479228
"Cristina Kirchner",2024-01-11,1479274
"Cristina Kirchner",2024-01-12,1479329
"Cristina Kirchner",2024-01-13,1479338
"Cristina Kirchner",2024-01-14,1479427
"Cristina Kirchner",2024-01-15,1479446
"Cristina Kirchner",2024-01-16,1479466
"Cristina Kirchner",2024-01-17,1479452
"Cristina Kirchner",2024-01-18,1479518
"Cristina Kirchner",2024-01-19,1479565
"Cristina Kirchner",2024-01-20,1479540
"Cristina Kirchner",2024-01-21,1479495
"Cristina Kirchner",2024-01-22,1479562
"Cristina Kirchner",2024-01-23,1479610
"Cristina Kirchner",2024-01-24,1479825
"Cristina Kirchner",2024-01-25,1479976
"Cristina Kirchner",2024-01-26,1480020
"Cristina Kirchner",2024-01-27,1480040
"Cristina Kirchner",2024-01-28,1480119
"Cristina Kirchner",2024-01-29,1480111
"Mauricio Macri",2016-01-01,0
"Mauricio Macri",2016-01-02,0
"Mauricio Macri",2016-01-03,0
"Mauricio Macri",2016-01-04,0
"Mauricio Macri",2016-01-05,0
"Mauricio Macri",2016-01-06,0
"Mauricio Macri",2016-01-07,0
"Mauricio Macri",2016-01-08,0
"Mauricio Macri",2016-01-09,0
"Mauricio Macri",2016-01-10,0
"Mauricio Macri",2016-01-11,0
"Mauricio Macri",2016-01-12,0
"Mauricio Macri",2016-01-13,0
"Mauricio Macri",2016-01-14,0
"Mauricio Macri",2016-01-15,0
"Mauricio Macri",2016-01-16,0
"Mauricio Macri",2016-01-17,0
"Mauricio Macri",2016-01-18,0
"Mauricio Macri",2016-01-19,0
"Mauricio Macri",2016-01-20,0
"Mauricio Macri",2016-01-21,0
"Mauricio Macri",2016-01-22,0
"Mauricio Macri",2016-01-23,0
"Mauricio Macri",2016-01-24,0
"Mauricio Macri",2016-01-25,0
"Mauricio Macri",2016-01-26,0
"Mauricio Macri",2016-01-27,0
"Mauricio Macri",2016-01-28,0
"Mauricio Macri",2016-01-29,0
"Mauricio Macri",2016-01-30,0
"Mauricio Macri",2016-01-31,0
"Mauricio Macri",2016-02-01,0
"Mauricio Macri",2016-02-02,0
"Mauricio Macri",2016-02-03,0
"Mauricio Macri",2016-02-04,0
"Mauricio Macri",2016-02-05,0
"Mauricio Macri",2016-02-06,0
"Mauricio Macri",2016-02-07,0
"Mauricio Macri",2016-02-08,0
"Mauricio Macri",2016-02-09,0
"Mauricio Macri",2016-02-10,0
"Mauricio Macri",2016-02-11,0
"Mauricio Macri",2016-02-12,0
"Mauricio Macri",2016-02-13,0
"Mauricio Macri",2016-02-14,0
"Mauricio Macri",2016-02-15,0
"Mauricio Macri",2016-02-16,0
"Mauricio Macri",2016-02-17,0
"Mauricio Macri",2016-02-18,0
"Mauricio Macri",2016-02-19,0
"Mauricio Macri",2016-02-20,0
"Mauricio Macri",2016-02-21,0
"Mauricio Macri",2016-02-22,0
"Mauricio Macri",2016-02-23,0
"Mauricio Macri",2016-02-24,0
"Mauricio Macri",2016-02-25,0
"Mauricio Macri",2016-02-26,0
"Mauricio Macri",2016-02-27,0
"Mauricio Macri",2016-02-28,0
"Mauricio Macri",2016-02-29,0
"Mauricio Macri",2016-03-01,0
"Mauricio Macri",2016-03-02,0
"Mauricio Macri",2016-03-03,0
"Mauricio Macri",2016-03-04,0
"Mauricio Macri",2016-03-05,0
"Mauricio Macri",2016-03-06,0
"Mauricio Macri",2016-03-07,0
"Mauricio Macri",2016-03-08,0
"Mauricio Macri",2016-03-09,0
"Mauricio Macri",2016-03-10,0
"Mauricio Macri",2016-03-11,0
"Mauricio Macri",2016-03-12,0
"Mauricio Macri",2016-03-13,0
"Mauricio Macri",2016-03-14,0
"Mauricio Macri",2016-03-15,0
"Mauricio Macri",2016-03-16,0
"Mauricio Macri",2016-03-17,0
"Mauricio Macri",2016-03-18,0
"Mauricio Macri",2016-03-19,0
"Mauricio Macri",2016-03-20,0
"Mauricio Macri",2016-03-21,0
"Mauricio Macri",2016-03-22,0
"Mauricio Macri",2016-03-23,0
"Mauricio Macri",2016-03-24,0
"Mauricio Macri",2016-03-25,0
"Mauricio Macri",2016-03-26,0
"Mauricio Macri",2016-03-27,0
"Mauricio Macri",2016-03-28,0
"Mauricio Macri",2016-03-29,0
"Mauricio Macri",2016-03-30,0
"Mauricio Macri",2016-03-31,0
"Mauricio Macri",2016-04-01,0
"Mauricio Macri",2016-04-02,0
"Mauricio Macri",2016-04-03,0
"Mauricio Macri",2016-04-04,0
"Mauricio Macri",2016-04-05,0
"Mauricio Macri",2016-04-06,630579
"Mauricio Macri",2016-04-07,630672
"Mauricio Macri",2016-04-08,630856
"Mauricio Macri",2016-04-09,630979
"Mauricio Macri",2016-04-10,631141
"Mauricio Macri",2016-04-11,631318
"Mauricio Macri",2016-04-12,631476
"Mauricio Macri",2016-04-13,631663
"Mauricio Macri",2016-04-14,631904
"Mauricio Macri",2016-04-15,632155
"Mauricio Macri",2016-04-16,632254
"Mauricio Macri",2016-04-17,632449
"Mauricio Macri",2016-04-18,632663
"Mauricio Macri",2016-04-19,632942
"Mauricio Macri",2016-04-20,633093
"Mauricio Macri",2016-04-21,633329
"Mauricio Macri",2016-04-22,633397
"Mauricio Macri",2016-04-23,633546
"Mauricio Macri",2016-04-24,633611
"Mauricio Macri",2016-04-25,633766
"Mauricio Macri",2016-04-26,633945
"Mauricio Macri",2016-04-27,634166
"Mauricio Macri",2016-04-28,634240
"Mauricio Macri",2016-04-29,634389
"Mauricio Macri",2016-04-30,634512
"Mauricio Macri",2016-05-01,634530
"Mauricio Macri",2016-05-02,634627
"Mauricio Macri",2016-05-03,634745
"Mauricio Macri",2016-05-04,634870
"Mauricio Macri",2016-05-05,634992
"Mauricio Macri",2016-05-06,635105
"Mauricio Macri",2016-05-07,635118
"Mauricio Macri",2016-05-08,635184
"Mauricio Macri",2016-05-09,635195
"Mauricio Macri",2016-05-10,635221
"Mauricio Macri",2016-05-11,635558
"Mauricio Macri",2016-05-12,635937
"Mauricio Macri",2016-05-13,636144
"Mauricio Macri",2016-05-14,636174
"Mauricio Macri",2016-05-15,636321
"Mauricio Macri",2016-05-16,636384
"Mauricio Macri",2016-05-17,636479
"Mauricio Macri",2016-05-18,636531
"Mauricio Macri",2016-05-19,636657
"Mauricio Macri",2016-05-20,636708
"Mauricio Macri",2016-05-21,636849
"Mauricio Macri",2016-05-22,636952
"Mauricio Macri",2016-05-23,637036
"Mauricio Macri",2016-05-24,637251
"Mauricio Macri",2016-05-25,637528
"Mauricio Macri",2016-05-26,637589
"Mauricio Macri",2016-05-27,637575
"Mauricio Macri",2016-05-28,637668
"Mauricio Macri",2016-05-29,637728
"Mauricio Macri",2016-05-30,637704
"Mauricio Macri",2016-05-31,637750
"Mauricio Macri",2016-06-01,637671
"Mauricio Macri",2016-06-02,637734
"Mauricio Macri",2016-06-03,637869
"Mauricio Macri",2016-06-04,638039
"Mauricio Macri",2016-06-05,638165
"Mauricio Macri",2016-06-06,638162
"Mauricio Macri",2016-06-07,638141
"Mauricio Macri",2016-06-08,638141
"Mauricio Macri",2016-06-09,638226
"Mauricio Macri",2016-06-10,638198
"Mauricio Macri",2016-06-11,638304
"Mauricio Macri",2016-06-12,638304
"Mauricio Macri",2016-06-13,640125
"Mauricio Macri",2016-06-14,640323
"Mauricio Macri",2016-06-15,640370
"Mauricio Macri",2016-06-16,640471
"Mauricio Macri",2016-06-17,640695
"Mauricio Macri",2016-06-18,640859
"Mauricio Macri",2016-06-19,641104
"Mauricio Macri",2016-06-20,641262
"Mauricio Macri",2016-06-21,641511
"Mauricio Macri",2016-06-22,641616
"Mauricio Macri",2016-06-23,642085
"Mauricio Macri",2016-06-24,642417
"Mauricio Macri",2016-06-25,642617
"Mauricio Macri",2016-06-26,644080
"Mauricio Macri",2016-06-27,646026
"Mauricio Macri",2016-06-28,646896
"Mauricio Macri",2016-06-29,647312
"Mauricio Macri",2016-06-30,647608
"Mauricio Macri",2016-07-01,648010
"Mauricio Macri",2016-07-02,648138
"Mauricio Macri",2016-07-03,648294
"Mauricio Macri",2016-07-04,648585
"Mauricio Macri",2016-07-05,648761
"Mauricio Macri",2016-07-06,648920
"Mauricio Macri",2016-07-07,649015
"Mauricio Macri",2016-07-08,649035
"Mauricio Macri",2016-07-09,649882
"Mauricio Macri",2016-07-10,650677
"Mauricio Macri",2016-07-11,651109
"Mauricio Macri",2016-07-12,651381
"Mauricio Macri",2016-07-13,651471
"Mauricio Macri",2016-07-14,651563
"Mauricio Macri",2016-07-15,651687
"Mauricio Macri",2016-07-16,651728
"Mauricio Macri",2016-07-17,651854
"Mauricio Macri",2016-07-18,651879
"Mauricio Macri",2016-07-19,652213
"Mauricio Macri",2016-07-20,652409
"Mauricio Macri",2016-07-21,652711
"Mauricio Macri",2016-07-22,652737
"Mauricio Macri",2016-07-23,652876
"Mauricio Macri",2016-07-24,653137
"Mauricio Macri",2016-07-25,653302
"Mauricio Macri",2016-07-26,653584
"Mauricio Macri",2016-07-27,654732
"Mauricio Macri",2016-07-28,655155
"Mauricio Macri",2016-07-29,655470
"Mauricio Macri",2016-07-30,655470
"Mauricio Macri",2016-07-31,655470
"Mauricio Macri",2016-08-01,656717
"Mauricio Macri",2016-08-02,656850
"Mauricio Macri",2016-08-03,656946
"Mauricio Macri",2016-08-04,656929
"Mauricio Macri",2016-08-05,657158
"Mauricio Macri",2016-08-06,657331
"Mauricio Macri",2016-08-07,657507
"Mauricio Macri",2016-08-08,657569
"Mauricio Macri",2016-08-09,657676
"Mauricio Macri",2016-08-10,657780
"Mauricio Macri",2016-08-11,657914
"Mauricio Macri",2016-08-12,658044
"Mauricio Macri",2016-08-13,658194
"Mauricio Macri",2016-08-14,658345
"Mauricio Macri",2016-08-15,658475
"Mauricio Macri",2016-08-16,658540
"Mauricio Macri",2016-08-17,658601
"Mauricio Macri",2016-08-18,658703
"Mauricio Macri",2016-08-19,658820
"Mauricio Macri",2016-08-20,658832
"Mauricio Macri",2016-08-21,658857
"Mauricio Macri",2016-08-22,658980
"Mauricio Macri",2016-08-23,658995
"Mauricio Macri",2016-08-24,659117
"Mauricio Macri",2016-08-25,659273
"Mauricio Macri",2016-08-26,659360
"Mauricio Macri",2016-08-27,659474
"Mauricio Macri",2016-08-28,659623
"Mauricio Macri",2016-08-29,659802
"Mauricio Macri",2016-08-30,659948
"Mauricio Macri",2016-08-31,660091
"Mauricio Macri",2016-09-01,660221
"Mauricio Macri",2016-09-02,660376
"Mauricio Macri",2016-09-03,660458
"Mauricio Macri",2016-09-04,660702
"Mauricio Macri",2016-09-05,660883
"Mauricio Macri",2016-09-06,660958
"Mauricio Macri",2016-09-07,661060
"Mauricio Macri",2016-09-08,661144
"Mauricio Macri",2016-09-09,661197
"Mauricio Macri",2016-09-10,661312
"Mauricio Macri",2016-09-11,661397
"Mauricio Macri",2016-09-12,661461
"Mauricio Macri",2016-09-13,661322
"Mauricio Macri",2016-09-14,661168
"Mauricio Macri",2016-09-15,661103
"Mauricio Macri",2016-09-16,661209
"Mauricio Macri",2016-09-17,661416
"Mauricio Macri",2016-09-18,661506
"Mauricio Macri",2016-09-19,661596
"Mauricio Macri",2016-09-20,661729
"Mauricio Macri",2016-09-21,661853
"Mauricio Macri",2016-09-22,661877
"Mauricio Macri",2016-09-23,661867
"Mauricio Macri",2016-09-24,661635
"Mauricio Macri",2016-09-25,661740
"Mauricio Macri",2016-09-26,661834
"Mauricio Macri",2016-09-27,661901
"Mauricio Macri",2016-09-28,661979
"Mauricio Macri",2016-09-29,661968
"Mauricio Macri",2016-09-30,661844
"Mauricio Macri",2016-10-01,661844
"Mauricio Macri",2016-10-02,661908
"Mauricio Macri",2016-10-03,661997
"Mauricio Macri",2016-10-04,662055
"Mauricio Macri",2016-10-05,662138
"Mauricio Macri",2016-10-06,662101
"Mauricio Macri",2016-10-07,662100
"Mauricio Macri",2016-10-08,662158
"Mauricio Macri",2016-10-09,662268
"Mauricio Macri",2016-10-10,662826
"Mauricio Macri",2016-10-11,663046
"Mauricio Macri",2016-10-12,663291
"Mauricio Macri",2016-10-13,663563
"Mauricio Macri",2016-10-14,663788
"Mauricio Macri",2016-10-15,664152
"Mauricio Macri",2016-10-16,664468
"Mauricio Macri",2016-10-17,664522
"Mauricio Macri",2016-10-18,664638
"Mauricio Macri",2016-10-19,664757
"Mauricio Macri",2016-10-20,664816
"Mauricio Macri",2016-10-21,664851
"Mauricio Macri",2016-10-22,665041
"Mauricio Macri",2016-10-23,665163
"Mauricio Macri",2016-10-24,665258
"Mauricio Macri",2016-10-25,665310
"Mauricio Macri",2016-10-26,665330
"Mauricio Macri",2016-10-27,665400
"Mauricio Macri",2016-10-28,665445
"Mauricio Macri",2016-10-29,665552
"Mauricio Macri",2016-10-30,665589
"Mauricio Macri",2016-10-31,665610
"Mauricio Macri",2016-11-01,665664
"Mauricio Macri",2016-11-02,665515
"Mauricio Macri",2016-11-03,665545
"Mauricio Macri",2016-11-04,665655
"Mauricio Macri",2016-11-05,665396
"Mauricio Macri",2016-11-06,665419
"Mauricio Macri",2016-11-07,665478
"Mauricio Macri",2016-11-08,665548
"Mauricio Macri",2016-11-09,665801
"Mauricio Macri",2016-11-10,665714
"Mauricio Macri",2016-11-11,665777
"Mauricio Macri",2016-11-12,665780
"Mauricio Macri",2016-11-13,665926
"Mauricio Macri",2016-11-14,666064
"Mauricio Macri",2016-11-15,666066
"Mauricio Macri",2016-11-16,666135
"Mauricio Macri",2016-11-17,666190
"Mauricio Macri",2016-11-18,666292
"Mauricio Macri",2016-11-19,666457
"Mauricio Macri",2016-11-20,666575
"Mauricio Macri",2016-11-21,666628
"Mauricio Macri",2016-11-22,666755
"Mauricio Macri",2016-11-23,666828
"Mauricio Macri",2016-11-24,666708
"Mauricio Macri",2016-11-25,666848
"Mauricio Macri",2016-11-26,666948
"Mauricio Macri",2016-11-27,667102
"Mauricio Macri",2016-11-28,667210
"Mauricio Macri",2016-11-29,667482
"Mauricio Macri",2016-11-30,667495
"Mauricio Macri",2016-12-01,667564
"Mauricio Macri",2016-12-02,667634
"Mauricio Macri",2016-12-03,667645
"Mauricio Macri",2016-12-04,667628
"Mauricio Macri",2016-12-05,667614
"Mauricio Macri",2016-12-06,667677
"Mauricio Macri",2016-12-07,667657
"Mauricio Macri",2016-12-08,667756
"Mauricio Macri",2016-12-09,667802
"Mauricio Macri",2016-12-10,667924
"Mauricio Macri",2016-12-11,668270
"Mauricio Macri",2016-12-12,668529
"Mauricio Macri",2016-12-13,668598
"Mauricio Macri",2016-12-14,668772
"Mauricio Macri",2016-12-15,668814
"Mauricio Macri",2016-12-16,668883
"Mauricio Macri",2016-12-17,669081
"Mauricio Macri",2016-12-18,669260
"Mauricio Macri",2016-12-19,669279
"Mauricio Macri",2016-12-20,669204
"Mauricio Macri",2016-12-21,669218
"Mauricio Macri",2016-12-22,669266
"Mauricio Macri",2016-12-23,669432
"Mauricio Macri",2016-12-24,669703
"Mauricio Macri",2016-12-25,669831
"Mauricio Macri",2016-12-26,670015
"Mauricio Macri",2016-12-27,670120
"Mauricio Macri",2016-12-28,670229
"Mauricio Macri",2016-12-29,670349
"Mauricio Macri",2016-12-30,670552
"Mauricio Macri",2016-12-31,670674
"Mauricio Macri",2017-01-01,670823
"Mauricio Macri",2017-01-02,670881
"Mauricio Macri",2017-01-03,671041
"Mauricio Macri",2017-01-04,671132
"Mauricio Macri",2017-01-05,671287
"Mauricio Macri",2017-01-06,671376
"Mauricio Macri",2017-01-07,671442
"Mauricio Macri",2017-01-08,671555
"Mauricio Macri",2017-01-09,671441
"Mauricio Macri",2017-01-10,671317
"Mauricio Macri",2017-01-11,671047
"Mauricio Macri",2017-01-12,670987
"Mauricio Macri",2017-01-13,670893
"Mauricio Macri",2017-01-14,671002
"Mauricio Macri",2017-01-15,671039
"Mauricio Macri",2017-01-16,671095
"Mauricio Macri",2017-01-17,671134
"Mauricio Macri",2017-01-18,671222
"Mauricio Macri",2017-01-19,671285
"Mauricio Macri",2017-01-20,671422
"Mauricio Macri",2017-01-21,671538
"Mauricio Macri",2017-01-22,671614
"Mauricio Macri",2017-01-23,671752
"Mauricio Macri",2017-01-24,671849
"Mauricio Macri",2017-01-25,671819
"Mauricio Macri",2017-01-26,671876
"Mauricio Macri",2017-01-27,672272
"Mauricio Macri",2017-01-28,672790
"Mauricio Macri",2017-01-29,672898
"Mauricio Macri",2017-01-30,673000
"Mauricio Macri",2017-01-31,673151
"Mauricio Macri",2017-02-01,673294
"Mauricio Macri",2017-02-02,673264
"Mauricio Macri",2017-02-03,673269
"Mauricio Macri",2017-02-04,673369
"Mauricio Macri",2017-02-05,673459
"Mauricio Macri",2017-02-06,673585
"Mauricio Macri",2017-02-07,673611
"Mauricio Macri",2017-02-08,674245
"Mauricio Macri",2017-02-09,674404
"Mauricio Macri",2017-02-10,674420
"Mauricio Macri",2017-02-11,674536
"Mauricio Macri",2017-02-12,674585
"Mauricio Macri",2017-02-13,674662
"Mauricio Macri",2017-02-14,674749
"Mauricio Macri",2017-02-15,674821
"Mauricio Macri",2017-02-16,674822
"Mauricio Macri",2017-02-17,674689
"Mauricio Macri",2017-02-18,674776
"Mauricio Macri",2017-02-19,674893
"Mauricio Macri",2017-02-20,674987
"Mauricio Macri",2017-02-21,675094
"Mauricio Macri",2017-02-22,675577
"Mauricio Macri",2017-02-23,676074
"Mauricio Macri",2017-02-24,676568
"Mauricio Macri",2017-02-25,676768
"Mauricio Macri",2017-02-26,676976
"Mauricio Macri",2017-02-27,677083
"Mauricio Macri",2017-02-28,677180
"Mauricio Macri",2017-03-01,677511
"Mauricio Macri",2017-03-02,677592
"Mauricio Macri",2017-03-03,677860
"Mauricio Macri",2017-03-04,678019
"Mauricio Macri",2017-03-05,678137
"Mauricio Macri",2017-03-06,678069
"Mauricio Macri",2017-03-07,678039
"Mauricio Macri",2017-03-08,678000
"Mauricio Macri",2017-03-09,678077
"Mauricio Macri",2017-03-10,678102
"Mauricio Macri",2017-03-11,678093
"Mauricio Macri",2017-03-12,678171
"Mauricio Macri",2017-03-13,678134
"Mauricio Macri",2017-03-14,678190
"Mauricio Macri",2017-03-15,678143
"Mauricio Macri",2017-03-16,678281
"Mauricio Macri",2017-03-17,678414
"Mauricio Macri",2017-03-18,678989
